game_id,card_id,card_color,theme,points,label_fr,label_en,label_es
olm,olm_C222b,pink,olesons,3,"Ce sera nous, dès demain ce sera nous, le chemin - Raphaël","Ce sera nous, dès demain ce sera nous, le chemin - Raphaël","Ce sera nous, dès demain ce sera nous, le chemin - Raphaël"
olm,olm_C223a,pink,olesons,3,"Alors ouais on déconne, ouais ouais on étonne... - Diam's","Alors ouais on déconne, ouais ouais on étonne... - Diam's","Alors ouais on déconne, ouais ouais on étonne... - Diam's"
olm,olm_C223b,pink,olesons,3,"Frère Jacques, frère Jacques... dormez-vous ? dormez-vous ? - Comptine","Frère Jacques, frère Jacques... dormez-vous ? dormez-vous ? - Comptine","Frère Jacques, frère Jacques... dormez-vous ? dormez-vous ? - Comptine"
olm,olm_C224a,pink,olesons,3,"Les dix commandements... - Les dix commandements","Les dix commandements... - Les dix commandements","Les dix commandements... - Les dix commandements"
olm,olm_C224b,pink,olesons,3,"Ce se sera nous dès demain... ce se sera nous le chemin - Koxie","Ce se sera nous dès demain... ce se sera nous le chemin - Koxie","Ce se sera nous dès demain... ce se sera nous le chemin - Koxie"
olm,olm_C225a,pink,olesons,3,"Garçon, si t'enlèves la cédille... fille ça fait garcon - Zazie","Garçon, si t'enlèves la cédille... fille ça fait garcon - Zazie","Garçon, si t'enlèves la cédille... fille ça fait garcon - Zazie"
olm,olm_C225b,pink,olesons,3,"Fous ta cagoule, fous ta cagoule... - Fatal Bazooka","Fous ta cagoule, fous ta cagoule... - Fatal Bazooka","Fous ta cagoule, fous ta cagoule... - Fatal Bazooka"
olm,olm_C226a,pink,olesons,3,"C'est pas ma faute, et quand je donne ma langue au chat... - Alizée","C'est pas ma faute, et quand je donne ma langue au chat... - Alizée","C'est pas ma faute, et quand je donne ma langue au chat... - Alizée"
olm,olm_C226b,pink,olesons,3,"Tu trouveras... mes blessures et mes faiblesses... - J. Clerc","Tu trouveras... mes blessures et mes faiblesses... - J. Clerc","Tu trouveras... mes blessures et mes faiblesses... - J. Clerc"
olm,olm_C227a,pink,olesons,3,"Tout est chaos, à côté... tous mes idéaux, des mots abîmés - Mylène Farmer","Tout est chaos, à côté... tous mes idéaux, des mots abîmés - Mylène Farmer","Tout est chaos, à côté... tous mes idéaux, des mots abîmés - Mylène Farmer"
olm,olm_C227b,pink,olesons,3,"Un jour j'irai à New York avec toi... - Téléphone","Un jour j'irai à New York avec toi... - Téléphone","Un jour j'irai à New York avec toi... - Téléphone"
olm,olm_C228a,pink,olesons,3,"Je suis une poupée de cire, une poupée de son - France Gall","Je suis une poupée de cire, une poupée de son - France Gall","Je suis une poupée de cire, une poupée de son - France Gall"
olm,olm_C228b,pink,olesons,3,"Femme des années 80... femme jusqu'au bout - Michel Sardou","Femme des années 80... femme jusqu'au bout - Michel Sardou","Femme des années 80... femme jusqu'au bout - Michel Sardou"
olm,olm_C229a,pink,olesons,3,"Décalécatan, décalécatan... ohé ohé - La Compagnie Créole","Décalécatan, décalécatan... ohé ohé - La Compagnie Créole","Décalécatan, décalécatan... ohé ohé - La Compagnie Créole"
olm,olm_C229b,pink,olesons,3,"Le lundi au soleil... qu'on n'aura jamais - Claude François","Le lundi au soleil... qu'on n'aura jamais - Claude François","Le lundi au soleil... qu'on n'aura jamais - Claude François"
olm,olm_C230a,pink,olesons,3,"Ce soir je serai la plus belle pour aller danser... - Dalida","Ce soir je serai la plus belle pour aller danser... - Dalida","Ce soir je serai la plus belle pour aller danser... - Dalida"
olm,olm_C230b,pink,olesons,3,"Pour aller danser le Jerk (x2)... sur de la musique pop - Thierry Hazard","Pour aller danser le Jerk (x2)... sur de la musique pop - Thierry Hazard","Pour aller danser le Jerk (x2)... sur de la musique pop - Thierry Hazard"
olm,olm_C231a,pink,olesons,3,"S'il suffisait qu'on s'aime, s'il... suffisait d'aimer - Céline Dion","S'il suffisait qu'on s'aime, s'il... suffisait d'aimer - Céline Dion","S'il suffisait qu'on s'aime, s'il... suffisait d'aimer - Céline Dion"
olm,olm_C231b,pink,olesons,3,"Heigh-ho, heigh-ho... on rentre du boulot ! - Blanche-Neige","Heigh-ho, heigh-ho... on rentre du boulot ! - Blanche-Neige","Heigh-ho, heigh-ho... on rentre du boulot ! - Blanche-Neige"
olm,olm_C232a,pink,olesons,3,"Mel assieds-toi faut que j'te parle... - Francis Cabrel","Mel assieds-toi faut que j'te parle... - Francis Cabrel","Mel assieds-toi faut que j'te parle... - Francis Cabrel"
olm,olm_C232b,pink,olesons,3,"Toutes les femmes de ta vie... en moi réunies - L5","Toutes les femmes de ta vie... en moi réunies - L5","Toutes les femmes de ta vie... en moi réunies - L5"
olm,olm_C233a,pink,olesons,3,"Hakuna Matata, mais quelle phrase magnifique... Hakuna Matata, quel chant fantastique! - Le roi lion","Hakuna Matata, mais quelle phrase magnifique... Hakuna Matata, quel chant fantastique! - Le roi lion","Hakuna Matata, mais quelle phrase magnifique... Hakuna Matata, quel chant fantastique! - Le roi lion"
olm,olm_C233b,pink,olesons,3,"Laissez-moi danser, laissez-moi chanter en liberté tout l'été... - Dalida","Laissez-moi danser, laissez-moi chanter en liberté tout l'été... - Dalida","Laissez-moi danser, laissez-moi chanter en liberté tout l'été... - Dalida"
olm,olm_C234a,pink,olesons,3,"Mélissa, métisse d'Ibiza... vit toujours dévêtue - Julien Clerc","Mélissa, métisse d'Ibiza... vit toujours dévêtue - Julien Clerc","Mélissa, métisse d'Ibiza... vit toujours dévêtue - Julien Clerc"
olm,olm_C234b,pink,olesons,3,"Sur le pont d'Avignon, on y danse, on y danse... - Comptine","Sur le pont d'Avignon, on y danse, on y danse... - Comptine","Sur le pont d'Avignon, on y danse, on y danse... - Comptine"
olm,olm_C235a,pink,olesons,3,"Pas de boogie woogie avant de faire vos prières du soir... - Eddy Mitchell","Pas de boogie woogie avant de faire vos prières du soir... - Eddy Mitchell","Pas de boogie woogie avant de faire vos prières du soir... - Eddy Mitchell"
olm,olm_C235b,pink,olesons,3,"L'aventurier contre tout guerrier Bob Morane contre tout chacal... - Indochine","L'aventurier contre tout guerrier Bob Morane contre tout chacal... - Indochine","L'aventurier contre tout guerrier Bob Morane contre tout chacal... - Indochine"
olm,olm_C236a,pink,olesons,3,"On s'était dit rendez-vous dans 10 ans, même jour, même heure... - Patrick Bruel","On s'était dit rendez-vous dans 10 ans, même jour, même heure... - Patrick Bruel","On s'était dit rendez-vous dans 10 ans, même jour, même heure... - Patrick Bruel"
olm,olm_C236b,pink,olesons,3,"Tu prends tes caleçons sales et tu hors de ma vue... - Cookie Dingler","Tu prends tes caleçons sales et tu hors de ma vue... - Cookie Dingler","Tu prends tes caleçons sales et tu hors de ma vue... - Cookie Dingler"
olm,olm_C237a,pink,olesons,3,"Dans la jungle, terrible jungle... le lion est mort ce soir - Le roi lion","Dans la jungle, terrible jungle... le lion est mort ce soir - Le roi lion","Dans la jungle, terrible jungle... le lion est mort ce soir - Le roi lion"
olm,olm_C237b,pink,olesons,3,"Mais 3 nuits par semaine, c'est... sa peau contre ma peau - Laurent Voulzy","Mais 3 nuits par semaine, c'est... sa peau contre ma peau - Laurent Voulzy","Mais 3 nuits par semaine, c'est... sa peau contre ma peau - Laurent Voulzy"
olm,olm_C238a,pink,olesons,3,"Il en faut peu pour être heureux, vraiment très peu pour être heureux... - Le livre de la Jungle","Il en faut peu pour être heureux, vraiment très peu pour être heureux... - Le livre de la Jungle","Il en faut peu pour être heureux, vraiment très peu pour être heureux... - Le livre de la Jungle"
olm,olm_C238b,pink,olesons,3,"Paris Latino Que bueno que rico que lindo... - Bandolero","Paris Latino Que bueno que rico que lindo... - Bandolero","Paris Latino Que bueno que rico que lindo... - Bandolero"
olm,olm_C239a,pink,olesons,3,"Je je, suis libertine ... je suis une catin - Mylène Farmer","Je je, suis libertine ... je suis une catin - Mylène Farmer","Je je, suis libertine ... je suis une catin - Mylène Farmer"
olm,olm_C239b,pink,olesons,3,"Confessions nocturnes... seins - Diam's, Vitaa","Confessions nocturnes... seins - Diam's, Vitaa","Confessions nocturnes... seins - Diam's, Vitaa"
